country,year,gdp,population,energy_per_capita,coal_co2,oil_co2,gas_co2,total_ghg,methane,cement_co2,co2
Norway,2014,4.23E+11,5137397,105662.383,3.472,24.081,14.645,73.256,21.35,0.727,44.958
Norway,2015,4.31E+11,5189776,106003.852,3.359,23.877,15.506,75.015,22.265,0.672,45.494
Norway,2016,4.36E+11,5235977,106657.969,3.477,23.364,15.142,74.205,22.227,0.684,44.678
Norway,2017,4.47E+11,5276806,106317.938,3.579,22.706,15.486,74.572,22.669,0.766,44.165
Norway,2018,4.50E+11,5311751,104010.867,3.461,23.311,15.311,74.246,22.102,0.73,44.405
Norway,2019,4.55E+11,5347735,96623.469,3.479,22.045,15.031,71.832,20.918,0.722,42.793
Norway,2020,4.49E+11,5379274,103599.203,3.535,21.305,14.302,71.16,21.849,0.725,41.231
Norway,2021,4.67E+11,5408081,105215.008,3.636,22.054,13.387,72.23,22.477,0.699,41.028
Norway,2022,4.82E+11,5456795,98027.531,3.677,22.15,12.915,72.43,22.819,0.71,40.808
Norway,2023,,5519166,101031.672,4.123,21.346,10.913,70.912,22.931,0.603,38.901
Russian Federation,1990,1.83E+12,148979538,68079.156,754.207,888.24,788.193,3406.328,537.094,34.609,2536.248
Russian Federation,1991,1.78E+12,149448434,66946.992,705.395,844.452,754.959,3244.497,514.678,32.837,2406.756
Russian Federation,1992,1.56E+12,148915993,64323.957,521.601,585.385,774.35,2695.619,481.473,26.717,1966.505
Russian Federation,1993,1.45E+12,148135419,59901.234,507.516,509.992,781.669,2471.992,456.843,21.995,1866.729
Russian Federation,1994,1.30E+12,148200736,54683.012,454.67,406.8,732.937,2249.906,426.241,16.475,1647.665
Russian Federation,1995,1.27E+12,148291405,51845.484,479.041,386.793,699.582,2107.94,409.42,16.646,1619.727
Russian Federation,1996,1.26E+12,148084580,50010.332,477.466,361.332,699.775,2490.945,390.116,12.723,1586.822
Russian Federation,1997,1.30E+12,147853772,47390.879,411.997,352.956,669.233,1987.878,370.158,12.273,1482.245
Russian Federation,1998,1.26E+12,147635542,47388.211,400.631,345.571,673.399,1898.417,361.879,11.923,1465.253
Russian Federation,1999,1.38E+12,147241973,48097.676,407.464,350.395,686.577,1966.774,364.022,13.173,1494.179
Russian Federation,2000,1.55E+12,146717784,49127.297,427.01,317.516,681.631,1885.174,368.456,15.113,1479.142
Russian Federation,2001,1.66E+12,146117290,50112.773,445.476,323.3,693.223,1858.48,375.43,15.863,1515.647
Russian Federation,2002,1.78E+12,145939502,50130.184,424.116,314.772,702.703,1840.283,378.316,17.116,1506.788
Russian Federation,2003,1.96E+12,145794231,51387.617,425.963,308.711,735.376,1948.089,393.266,18.666,1537.018
Russian Federation,2004,2.14E+12,145180094,52053.328,416.376,309.318,743.405,1999.549,395.857,20.915,1543.957
Russian Federation,2005,2.33E+12,144597888,52182.891,417.916,320.02,746.183,1963.805,401.463,22.256,1562.577
Russian Federation,2006,2.58E+12,144102949,54674.262,437.859,335.529,766.955,2101.988,407.266,24.545,1623.002
Russian Federation,2007,2.86E+12,143859769,55047.945,423.047,326.463,779.354,2103.189,414.111,27.645,1623.781
Russian Federation,2008,3.08E+12,143811835,55313.555,451.93,343.698,779.724,2156.937,420.304,23.625,1652.064
Russian Federation,2009,2.90E+12,143869130,52542.598,419.075,323.009,732.688,2121.339,406.172,19.746,1545.034
Russian Federation,2010,3.11E+12,143934468,54552.457,419.276,333.87,794.593,2441.981,427.443,22.723,1632.783
Russian Federation,2011,3.31E+12,144043751,56363.645,430.352,346.176,817.72,2218.148,436.187,25.129,1685.91
Russian Federation,2012,3.44E+12,144291024,56592.629,445.326,353.791,807.072,2521.217,443.809,26.332,1701.268
Russian Federation,2013,3.50E+12,144604102,55798.141,408.194,357.04,782.85,2351.991,446.266,27.281,1640.437
Russian Federation,2014,3.53E+12,144925638,55846.121,397.222,385.79,775.338,2249.938,447.485,26.453,1639.959
Russian Federation,2015,3.46E+12,145307611,54818.855,417.405,408.673,739.506,2484.872,452.621,23.171,1638.675
Russian Federation,2016,3.46E+12,145778669,55724.008,405.877,403.595,753.005,2468.242,462.751,20.432,1634.885
Russian Federation,2017,3.53E+12,146186800,55933.996,389.27,417.49,780.664,2461.815,480.488,20.512,1666.121
Russian Federation,2018,3.63E+12,146430147,57892.727,401.062,395.445,828.859,2543.358,500.485,20.091,1712.494
Russian Federation,2019,3.71E+12,146533063,57430.348,395.101,402.824,807.388,2419.921,520.043,20.306,1705.031
Russian Federation,2020,3.61E+12,146371293,55480.828,367.669,384.939,784.291,2403.698,507.25,20.581,1632.929
Russian Federation,2021,3.81E+12,145836172,57444.508,382.146,376.578,854.064,2528.804,530.449,22.158,1711.993
Russian Federation,2022,3.73E+12,145579890,59650.238,428.488,386.742,887.432,2668.347,523.302,22.48,1802.19
Russian Federation,2023,,145440504,60175.367,427.636,390.757,897.26,2691.068,533.118,23.224,1815.925
Saudi Arabia,1990,2.30E+11,10640698,58003.781,0,111.4,64.344,250.657,56.621,5.819,182.025
Saudi Arabia,1991,2.79E+11,11160752,58390.523,0.024,170.679,67.51,321.77,66.407,5.509,244.587
Saudi Arabia,1992,3.06E+11,11686682,56810.156,0.007,194.701,73.423,355.099,69.098,7.417,276.086
Saudi Arabia,1993,3.18E+11,12215865,56193.195,0.052,212.794,76.86,376.265,69.937,7.398,297.833
Saudi Arabia,1994,3.36E+11,12750036,63132.098,0.068,195.159,82.099,369.067,70.367,7.246,291.289
Saudi Arabia,1995,3.54E+11,13289245,59823.926,0.05,178.451,82.407,349.683,68.91,7.612,274.692
Saudi Arabia,1996,3.82E+11,13831002,60202.789,0.046,169.343,85.441,347.09,72.073,7.925,269.594
Saudi Arabia,1997,4.05E+11,14374948,59696.375,0.061,124.004,87.991,307.008,74.811,7.417,227.241
Saudi Arabia,1998,4.36E+11,14922189,61183.16,0.075,114.916,89.682,297.786,74.38,7.596,219.013
Saudi Arabia,1999,4.40E+11,15472075,60706.832,0.059,135.143,88.683,312.154,70.372,7.842,237.822
Saudi Arabia,2000,4.88E+11,16177733,61950.852,0.001,198.371,95.613,389.805,76.485,8.696,309.76
Saudi Arabia,2001,5.07E+11,17041405,64399.926,0.005,205.004,103.061,404.559,76.448,9.887,324.516
Saudi Arabia,2002,5.18E+11,17910909,65480.074,0.028,219.46,110.029,428.147,76.816,11.162,347.097
Saudi Arabia,2003,6.07E+11,18786770,67781.141,0.029,216.839,115.288,441.142,85.852,11.545,351.405
Saudi Arabia,2004,6.91E+11,19669486,71949.188,0.036,263.196,126.075,500.331,87.65,11.722,407.882
Saudi Arabia,2005,7.69E+11,20559884,74232.789,0.07,256.689,136.748,510.968,93.991,11.527,412.411
Saudi Arabia,2006,8.34E+11,21459139,74860.328,0.038,283.766,141.013,547.592,97.136,12.391,445.168
Saudi Arabia,2007,8.96E+11,22368313,73638.344,0.055,258.466,142.852,526.379,97.712,14.179,423.532
Saudi Arabia,2008,1.01E+12,23287883,77575.414,0.108,288.817,154.41,576.37,102.292,18.37,469.713
Saudi Arabia,2009,1.04E+12,24217654,77417.273,0.067,326.067,150.59,607.23,97.95,20.185,504.28
Saudi Arabia,2010,1.16E+12,25157135,83337.156,0.17,359.645,168.268,664.02,102.091,20.991,555.962
Saudi Arabia,2011,1.35E+12,26105636,84816.25,0.17,335.71,177.099,656.582,109.21,22.332,540.579
Saudi Arabia,2012,1.42E+12,27062447,88062.086,0.193,386.219,190.671,728.561,115.095,25.374,606.102
Saudi Arabia,2013,1.46E+12,28026826,86753.602,0.239,359.381,192.011,710.399,115.276,28.223,583.611
Saudi Arabia,2014,1.52E+12,28998127,91258.062,0.257,355.28,196.522,714.487,117.972,29.854,585.568
Saudi Arabia,2015,1.59E+12,29974944,93332.539,0.26,390.524,200.498,757.385,121.713,29.67,624.999
Saudi Arabia,2016,1.63E+12,30717804,95158.547,0.37,395.727,212.801,777.779,125.302,28.879,641.662
Saudi Arabia,2017,1.63E+12,30782402,93054.375,0.55,361.926,222.859,749.784,125.498,23.998,613.685
Saudi Arabia,2018,1.67E+12,30365119,88573.469,0.48,376.489,231.046,776.316,128.472,25.135,637.487
Saudi Arabia,2019,1.69E+12,30472810,82824.383,0.513,395.297,233.226,795.168,127.212,24.604,657.588
Saudi Arabia,2020,1.61E+12,30991205,80184.539,0.432,350.85,234.954,752.066,125.387,25.593,616.086
Saudi Arabia,2021,1.68E+12,31328374,82945.312,0.531,420.768,241.863,832.777,125.972,28.688,695.842
Saudi Arabia,2022,1.82E+12,32175352,86538.398,0.52,442.617,246.702,868.805,134.258,29.997,723.331
Saudi Arabia,2023,,33264288,87198.656,0.52,459.965,241.156,879.087,131.36,29.887,736.205
South Africa,1990,2.35E+11,40746273,25820.756,265.098,40.615,3.444,437.762,73.893,3.773,312.93
South Africa,1991,2.38E+11,41687903,24987.143,277.713,41.238,3.492,458.303,74.542,3.584,326.027
South Africa,1992,2.39E+11,42443510,24593.379,259.668,34.753,3.517,436.294,73.453,3.387,301.325
South Africa,1993,2.47E+11,43297154,24109.285,289.723,23.156,3.924,453.286,75.843,3.541,320.345
South Africa,1994,2.62E+11,44004140,24713.633,299.202,31.646,3.924,470.857,75.949,3.801,338.698
South Africa,1995,2.78E+11,44541559,25406.133,319.53,33.767,3.924,498.666,78.212,4.357,361.694
South Africa,1996,2.97E+11,45123022,25519.965,324.11,31.65,3.532,501.193,79.234,4.318,363.732
South Africa,1997,3.12E+11,45666836,25737.912,333.296,44.243,3.155,524.399,83.3,4.324,385.223
South Africa,1998,3.20E+11,46223887,24972.111,325.821,44.587,2.656,517.034,84.513,3.952,377.262
South Africa,1999,3.35E+11,46730332,25531.172,336.747,30.69,3.473,511.317,84.316,3.777,374.891
South Africa,2000,3.56E+11,47159714,25321.518,337.883,33.302,3.199,511.406,86.518,3.672,378.307
South Africa,2001,3.75E+11,47566805,25228.531,337.693,25.886,4.155,502.076,86.18,3.636,371.624
South Africa,2002,3.96E+11,48019414,24361.893,325.528,22.449,4.122,483.401,86.274,4.205,356.523
South Africa,2003,4.14E+11,48500349,26150.76,357.445,39.744,2.47,528.711,88.69,4.458,404.41
South Africa,2004,4.39E+11,48991420,28271.934,384.086,54.238,6.364,572.924,89.624,4.335,449.307
South Africa,2005,4.70E+11,49490041,26507.484,376.718,27.832,6.313,536.842,90.776,5.068,416.201
South Africa,2006,5.06E+11,49998272,26793.561,382.017,53.08,6.126,567.855,90.178,5.333,446.77
South Africa,2007,5.43E+11,50528577,27246.029,392.172,59.332,7.892,592.673,91.897,5.491,465.045
South Africa,2008,5.72E+11,51114595,28867.252,418.3,62.765,8.119,618.312,94.044,5.343,494.698
South Africa,2009,5.75E+11,51728518,28399.289,390.674,71.071,7.039,593.054,93.364,5.571,474.523
South Africa,2010,6.08E+11,52344045,28270.551,394.437,54.458,8.867,577.552,93.928,5.045,463
South Africa,2011,6.45E+11,52995210,27576.695,389.67,62.665,8.801,579.341,93.727,4.638,465.908
South Africa,2012,6.61E+11,53782569,26791.422,392.821,52.183,9.255,575.617,96.803,4.633,458.965
South Africa,2013,6.77E+11,54678790,26545.875,392.664,51.655,9.384,574.262,96.82,4.893,458.647
South Africa,2014,6.87E+11,55594838,26433.637,399.204,58.756,9.043,587.511,97.512,4.911,471.965
South Africa,2015,6.96E+11,56723537,25372.062,377.026,53.894,9.966,560.151,96.551,5.419,446.349
South Africa,2016,7.01E+11,57259550,26274.004,384.493,59.049,7.815,568.615,94.968,5.691,457.09
South Africa,2017,7.09E+11,57635158,26075.314,369.921,57.224,7.339,554.205,96.315,5.481,439.996
South Africa,2018,7.19E+11,58613000,24785.197,355.115,64.823,9.12,548.07,95.185,5.466,434.581
South Africa,2019,7.22E+11,59587880,25577.125,394.345,55.169,9.105,577.932,94.785,5.453,464.114
South Africa,2020,6.76E+11,60562374,23687.934,373.889,45.408,9.644,546.879,92.778,5.071,434.067
South Africa,2021,7.09E+11,61502601,23674.678,355.642,56.558,8.383,539.087,91.139,5.282,425.918
South Africa,2022,7.24E+11,62378419,22594.381,335.074,56.434,8.484,517.475,90.305,5.282,405.312
South Africa,2023,,63212386,22313.898,329.773,57.361,9.433,512.957,88.806,5.282,401.893
"Korea, Rep.",1990,5.95E+11,44081425,24162.186,94.308,130.947,6.433,273.947,37.195,15.873,250.511
"Korea, Rep.",1991,6.52E+11,44439149,27100.135,94.094,151.671,7.441,302.876,37.27,18.962,275.688
"Korea, Rep.",1992,6.87E+11,44653700,30416.184,91.32,173.971,9.733,327.677,36.142,21.129,299.905
"Korea, Rep.",1993,7.29E+11,44887722,33184.629,99.62,189.427,12.159,355.763,34.886,24.7,330.174
"Korea, Rep.",1994,7.91E+11,45130842,35601.617,101.801,206.573,16.186,382.923,34.438,26.84,355.695
"Korea, Rep.",1995,8.61E+11,45368425,38704.719,105.3,226.079,19.574,411.716,34.444,28.105,383.665
"Korea, Rep.",1996,9.20E+11,45638701,42497.312,122.689,239.471,25.859,452.547,36.049,28.309,420.996
"Korea, Rep.",1997,9.68E+11,45941541,46366.664,133.313,246.07,31.427,480.906,36.473,29.32,444.968
"Korea, Rep.",1998,9.08E+11,46230883,42083.441,137.598,183.586,29.399,409.768,35.352,22.879,378.038
"Korea, Rep.",1999,1.00E+12,46500382,45614.859,145.635,200.628,35.797,444.353,35.171,23.719,410.519
"Korea, Rep.",2000,1.09E+12,46766659,47970.941,163.883,206.229,40.204,474.523,37.05,24.756,439.981
"Korea, Rep.",2001,1.13E+12,47043466,48840.297,174.626,206.083,44.163,490.842,36.795,25.665,455.631
"Korea, Rep.",2002,1.20E+12,47299118,50816.59,187.637,207.116,49.069,507.07,35.029,27.107,476.065
"Korea, Rep.",2003,1.23E+12,47514158,52214.469,195.319,205.372,51.401,516.537,35.333,27.92,485.213
"Korea, Rep.",2004,1.28E+12,47697076,53221.828,203.138,196.256,60.234,524.868,35.882,26.124,491.389
"Korea, Rep.",2005,1.32E+12,47851646,54823.371,209.293,195.069,65.27,533.677,36.327,23.326,498.688
"Korea, Rep.",2006,1.38E+12,48006518,55548.691,216.428,190.054,67.995,538.892,36.984,23.14,503.478
"Korea, Rep.",2007,1.45E+12,48178122,57011.746,228.427,187.258,73.37,557.804,37.284,26.275,521.709
"Korea, Rep.",2008,1.48E+12,48356486,57747.695,253.041,171.088,75.924,566.226,34.66,26.08,532.651
"Korea, Rep.",2009,1.48E+12,48546689,57844.699,262.395,172.708,72.171,572.639,35.284,24.553,537.82
"Korea, Rep.",2010,1.56E+12,48769330,62181.16,295.05,176.156,91.541,629.962,35.873,24.297,594.339
"Korea, Rep.",2011,1.61E+12,49127641,64597.434,320.169,171.469,98.513,661.308,36.119,24.721,623.443
"Korea, Rep.",2012,1.65E+12,49599579,64799.957,316.99,170.817,106.566,666.282,36.973,24.849,627.943
"Korea, Rep.",2013,1.70E+12,50071168,64390.82,320.644,168.582,111.531,672.719,37.175,25.05,634.581
"Korea, Rep.",2014,1.75E+12,50539055,64335.422,331.304,161.534,101.445,668.111,37.659,25.412,629.366
"Korea, Rep.",2015,1.80E+12,50983908,64899.633,335.411,170.594,92.589,673.841,38.226,25.779,634.177
"Korea, Rep.",2016,1.86E+12,51297837,66408.734,320.697,184.034,96.655,677.875,38.388,26.672,637.914
"Korea, Rep.",2017,1.92E+12,51486268,66893.758,337.669,179.413,100.861,695.344,39.105,26.351,654.537
"Korea, Rep.",2018,1.97E+12,51640894,67787.555,340.348,177.633,117.173,711.172,39.393,24.702,670.169
"Korea, Rep.",2019,2.02E+12,51767843,66842.078,321.606,175.797,113.586,686.98,39.536,24.93,646.102
"Korea, Rep.",2020,2.00E+12,51858480,64557.531,282.883,165.068,116.635,642.407,43.407,22.866,597.634
"Korea, Rep.",2021,2.08E+12,51848401,67653.844,283.908,171.484,126.79,662.686,44.972,23.704,616.075
"Korea, Rep.",2022,2.14E+12,51782514,68364.156,268.099,173.664,126.732,649.374,45.351,23.409,602.092
"Korea, Rep.",2023,,51748744,66698.023,251.87,170.389,122.051,626.952,47.738,22.918,577.417
Sweden,1990,2.40E+11,8558569,75359.844,11.759,41.99,1.588,63.014,16.434,1.272,57.52
Sweden,1991,2.38E+11,8616954,74717.539,11.847,42.231,1.716,64.233,16.045,1.137,57.751
Sweden,1992,2.36E+11,8667577,75575.367,11.103,42.608,1.993,66.006,15.939,1.089,57.578
Sweden,1993,2.32E+11,8718036,74527.914,11.05,42.505,2.065,68.644,16.269,1.092,57.572
Sweden,1994,2.42E+11,8780193,74486.352,11.237,44.745,2.027,73.263,16.373,1.109,60.026
Sweden,1995,2.52E+11,8826299,76114.609,11.224,44.029,2.061,76.36,16.094,1.296,59.512
Sweden,1996,2.56E+11,8840329,74011.07,12.388,46.635,2.224,79.983,15.645,1.225,63.381
Sweden,1997,2.64E+11,8845524,76452.516,10.784,43.282,2.254,76.458,16.711,1.105,58.383
Sweden,1998,2.76E+11,8850606,79912.117,11.108,43.309,2.23,77.482,15.76,1.133,58.802
Sweden,1999,2.90E+11,8857691,77979.523,10.048,41.585,2.171,73.701,15.96,1.139,55.982
Sweden,2000,3.03E+11,8872100,73473.094,10.102,40.448,2.079,76.525,16.04,1.288,54.93
Sweden,2001,3.08E+11,8896018,78203.445,10.942,40.175,2.397,79.393,15.854,1.332,55.838
Sweden,2002,3.17E+11,8925044,72761.773,11.42,40.495,2.442,80.335,16.22,1.28,56.685
Sweden,2003,3.26E+11,8958432,67983.805,11.55,41.209,2.266,85.793,16.434,1.206,57.292
Sweden,2004,3.42E+11,8993806,73809.125,11.815,40.175,2.196,87.769,16.92,1.284,56.517
Sweden,2005,3.54E+11,9029770,74351.461,10.952,38.628,1.867,87.59,13.616,1.315,53.875
Sweden,2006,3.72E+11,9080626,69210.57,10.696,38.067,2.048,89.932,15.367,1.442,53.738
Sweden,2007,3.88E+11,9148277,69957.219,10.775,37.124,2.16,89.336,15.139,1.339,52.994
Sweden,2008,3.89E+11,9219903,69189.039,10.344,35.675,1.888,85.546,14.669,1.396,50.866
Sweden,2009,3.73E+11,9298738,62336.012,7.372,34.707,2.483,81.298,14.34,1.263,47.238
Sweden,2010,4.00E+11,9378234,66270.922,10.317,36.521,3.431,88.076,14.141,1.324,53.12
Sweden,2011,3.98E+11,9449262,64644.645,9.472,34.127,2.718,82.093,14.13,1.361,49.211
Sweden,2012,3.95E+11,9519479,67522.562,8.643,32.73,2.356,79.582,14.06,1.479,46.712
Sweden,2013,4.00E+11,9600621,62550.262,8.744,31.339,2.358,76.917,13.594,1.402,45.202
Sweden,2014,4.11E+11,9696437,61633.875,8.291,30.381,2.054,74.93,13.198,1.399,43.473
Sweden,2015,4.29E+11,9799482,63157.691,8.022,30.49,1.967,75.343,13.053,1.537,43.418
Sweden,2016,4.38E+11,9923281,61225.848,8.034,30.341,2.261,75.775,13.132,1.554,43.414
Sweden,2017,4.49E+11,10057864,62769.023,8.315,29.4,1.812,75.909,13.345,1.484,42.438
Sweden,2018,4.58E+11,10175401,59946.555,8.093,29.098,1.886,74.144,13.229,1.607,42.058
Sweden,2019,4.67E+11,10279122,60948.945,8.115,28.523,1.78,72.984,13.157,1.357,40.834
Sweden,2020,4.57E+11,10353680,57891.91,6.649,26.363,1.442,69.069,13.295,1.272,36.703
Sweden,2021,4.81E+11,10416136,60540.156,6.992,27.953,1.901,72.092,13.131,1.259,38.634
Sweden,2022,4.94E+11,10487333,58931.953,6.914,25.997,1.55,69.975,13.064,1.259,37.474
Sweden,2023,,10551493,56303.941,6.79,25.365,1.388,70.233,13.069,1.259,36.556
Turkiye,1990,4.87E+11,56015626,10332.53,70.204,60.12,7.647,243.461,42.87,10.445,151.615
Turkiye,1991,4.98E+11,57009892,10360.026,74.99,58.789,9.145,240.267,41.382,12.021,158.126
Turkiye,1992,5.35E+11,57990120,10706.295,75.08,63.246,9.926,244.94,42.67,13.265,164.065
Turkiye,1993,5.86E+11,58999167,11435.848,70.566,73.136,11.088,255.17,42.148,13.049,171.139
Turkiye,1994,5.62E+11,60033831,10881.467,68.585,70.63,11.348,236.249,41.411,13.493,167.566
Turkiye,1995,6.11E+11,61024501,11973.709,71.101,78.056,14.441,250.183,43.467,14.133,181.355
Turkiye,1996,6.63E+11,61951134,12847.721,82.694,82.12,16.82,271.9,47.415,14.662,199.647
Turkiye,1997,7.22E+11,62852969,13223.166,90.549,81.899,20.788,297.777,52.355,15.105,212.108
Turkiye,1998,7.55E+11,63734384,13346.017,94.057,77.471,21.658,296.961,54.247,15.292,212.135
Turkiye,1999,7.25E+11,64591916,12802.255,84.306,78.876,26.718,286.698,57.093,14.59,207.928
Turkiye,2000,7.85E+11,65425958,13468.915,98.619,82.614,30.118,317.786,60.721,15.184,229.937
Turkiye,2001,7.32E+11,66245126,12055.402,84.601,78.145,32.578,304.604,61.45,15.087,213.581
Turkiye,2002,7.96E+11,67048793,13020.211,87.32,80.255,34.766,296.86,55.981,15.513,221.226
Turkiye,2003,8.49E+11,67831736,13600.33,92.078,81.859,43.193,334.44,56.752,16.022,236.766
Turkiye,2004,9.31E+11,68592621,14366.604,93.453,85.843,44.368,328.69,53.188,17.207,244.769
Turkiye,2005,1.02E+12,69329555,14498.5,102.178,84.446,54.859,338.216,55.049,19.117,264.871
Turkiye,2006,1.10E+12,70045352,15876.872,111.676,83.084,62.166,352.301,60.833,20.841,282.368
Turkiye,2007,1.16E+12,70750595,16655.863,126.159,87.866,72.005,383.897,64.512,22.78,313.693
Turkiye,2008,1.18E+12,71562344,16498.441,122.958,86.88,71.548,378.406,64.422,24.85,310.622
Turkiye,2009,1.12E+12,72464845,16514.057,130.449,83.74,71.36,395.25,67.8,27.04,316.412
Turkiye,2010,1.24E+12,73346766,17120.85,129.772,80.523,71.655,390.87,73.296,29.977,316.193
Turkiye,2011,1.36E+12,74215200,18025.576,135.425,84.197,86.048,427.091,75.881,31.454,342.057
Turkiye,2012,1.43E+12,75197195,18877.383,141.827,89.728,87.094,459.346,81.462,31.372,356.107
Turkiye,2013,1.55E+12,76403032,18441.619,125.598,94.357,86.692,462.882,85.294,33.913,347.332
Turkiye,2014,1.63E+12,78036154,18618.826,130.464,98.998,93.537,483.129,89.405,34.498,364.028
Turkiye,2015,1.73E+12,80014221,19951.004,139.39,108.643,96.438,510.196,91.695,34.441,384.93
Turkiye,2016,1.78E+12,81652086,20602.953,152.272,117.847,91.852,537.192,94.528,37.528,405.95
Turkiye,2017,1.92E+12,83083668,21772.998,158.615,120.765,104.89,567.014,98.185,39.469,430.901
Turkiye,2018,1.98E+12,84415966,21590.242,163.563,116.358,95.751,551.631,105.487,39.413,422.059
Turkiye,2019,1.99E+12,85357671,22150.566,165.994,114.354,83.614,543.94,107.858,32.349,402.692
Turkiye,2020,2.03E+12,86091691,21652.902,159.296,114.069,92.29,566.476,111.416,40.813,412.927
Turkiye,2021,2.26E+12,86686255,23015.531,166.226,119.998,115.652,614.056,115.732,44.227,452.703
Turkiye,2022,2.39E+12,87058470,23108.615,168.425,125.125,98.903,606.481,120.409,38.253,437.305
Turkiye,2023,,87270503,22668.203,157.878,131.864,97.466,611.703,123.496,38.27,432.077
United Kingdom,1990,1.51E+12,57367867,43845.023,252.69,217.8,113.518,803.556,139.788,7.295,601.945
United Kingdom,1991,1.49E+12,57555199,44652.039,253.623,218.39,121.693,812.111,143.005,5.994,609.413
United Kingdom,1992,1.49E+12,57719272,44259.449,237.747,218.447,122.296,779.766,138.337,5.456,593.846
United Kingdom,1993,1.53E+12,57861036,44663.285,207.686,219.163,137.591,758.459,134.762,5.525,579.613
United Kingdom,1994,1.59E+12,58003200,44021.512,195.376,215.736,145.455,750.514,129.788,6.368,574.017
United Kingdom,1995,1.62E+12,58154632,44062.301,181.699,211.595,154.254,750.881,133.805,6.285,566.159
United Kingdom,1996,1.66E+12,58298563,46080.582,173.072,216.892,177.543,776.404,133.327,6.416,586.761
United Kingdom,1997,1.71E+12,58447090,45150.043,154.729,207.743,182.887,744.276,131.297,6.71,562.708
United Kingdom,1998,1.77E+12,58626822,45374.645,154.088,204.934,191.361,737.037,123.523,6.838,568.544
United Kingdom,1999,1.82E+12,58838660,45010.832,138.313,201.663,205.231,712.124,116.234,6.531,561.65
United Kingdom,2000,1.89E+12,59057336,45269.57,144.443,198.238,210.131,714.314,110.628,6.332,569.034
United Kingdom,2001,1.94E+12,59288095,45552.789,153.534,198.651,210.16,719.587,107.047,5.844,577.971
United Kingdom,2002,1.98E+12,59540763,44323.301,141.691,196.13,207.03,696.095,102.179,5.988,560.273
United Kingdom,2003,2.05E+12,59820385,44740.039,153.103,194.397,208.462,705.014,97.367,5.868,571.619
United Kingdom,2004,2.10E+12,60169964,44847.297,147.662,197.952,211.734,705.418,92.328,5.977,573.43
United Kingdom,2005,2.16E+12,60596108,44924.059,148.033,200.448,205.438,710.881,85.263,5.941,570.338
United Kingdom,2006,2.21E+12,61051093,44048.914,160.844,197.183,194.126,696.889,78.925,5.893,567.846
United Kingdom,2007,2.27E+12,61535860,42510.004,150.844,196.16,196.52,678.446,73.633,6.117,559.566
United Kingdom,2008,2.25E+12,62027303,41443.582,139.219,188.8,202.655,655.32,68.297,5.205,544.932
United Kingdom,2009,2.15E+12,62506221,39034.461,113.823,180.264,188.07,596.275,64.284,3.721,494.108
United Kingdom,2010,2.19E+12,63006484,39533.43,118.03,179.848,201.927,610.291,59.143,3.792,511.905
United Kingdom,2011,2.22E+12,63509285,37002.133,117.15,172.06,168.236,566.245,56.045,4.097,469.713
United Kingdom,2012,2.26E+12,63960487,37287.375,148.005,170.288,158.24,584.074,54.48,3.724,487.477
United Kingdom,2013,2.30E+12,64389386,36961.617,142.457,165.756,157.622,570.685,52.139,4.029,477.611
United Kingdom,2014,2.37E+12,64865914,34675.379,115.434,166.511,144.492,530.489,51.119,4.215,438.807
United Kingdom,2015,2.43E+12,65382107,34977.094,91.548,170.773,147.899,517.176,50.97,4.393,422.461
United Kingdom,2016,2.48E+12,65893359,34171.621,47.825,173.93,165.742,494.167,51.591,4.553,399.43
United Kingdom,2017,2.54E+12,66354474,34043.488,39.129,174.851,161.697,480.74,52.404,4.41,387.367
United Kingdom,2018,2.58E+12,66752473,33820.566,33.28,173.087,161.485,474.72,52.202,4.364,379.73
United Kingdom,2019,2.62E+12,67110958,32930.707,24.513,168.996,159.321,457.551,51.353,4.448,364.753
United Kingdom,2020,2.33E+12,67351860,29394.623,22.809,143.981,149.42,415.25,50.337,3.9,326.263
United Kingdom,2021,2.51E+12,67668789,29591.666,23.739,151.894,158.404,433.642,49.523,4.215,344.51
United Kingdom,2022,2.62E+12,68179315,29904.859,19.666,149.52,134.872,402.284,48.961,4.073,313.835
United Kingdom,2023,,68682965,28501.387,17.556,154.927,123.221,392.245,47.982,3.616,305.146
United States,1990,9.25E+12,253373385,91135.344,1814.537,2178.622,1023.425,6207.367,826.107,33.484,5120.957
United States,1991,9.22E+12,256471425,89758.711,1797.157,2120.971,1042.436,6138.273,821.455,32.736,5062.957
United States,1992,9.55E+12,259606020,89793.594,1817.281,2174.379,1080.4,6248.525,825.183,32.993,5174.228
United States,1993,9.81E+12,262633235,90410.414,1879.596,2181.652,1109.23,6345.52,828.603,34.838,5272.851
United States,1994,1.02E+13,265474811,90836.938,1894.402,2227.062,1137.428,6487.305,833.771,36.31,5364.279
United States,1995,1.05E+13,268205794,91633.539,1913.401,2217.904,1186.511,6463.498,820.551,37.075,5425.259
United States,1996,1.09E+13,270860696,93557.016,1993.564,2305.301,1206.587,6648.774,815.159,37.309,5612.983
United States,1997,1.14E+13,273468014,93078.266,2038.751,2326.338,1214.128,6734.536,812.65,38.561,5688.142
United States,1998,1.19E+13,276119323,92495.008,2062.838,2370.915,1191.097,6784.128,797.709,39.461,5733.281
United States,1999,1.24E+13,278785482,93004.266,2063.366,2433.46,1197.931,6888.516,781.651,40.239,5803.918
