country,year,gdp,population,energy_per_capita,coal_co2,oil_co2,gas_co2,total_ghg,methane,cement_co2,co2
United States,2000,1.29E+13,281484127,94002.734,2163.591,2487.84,1251.388,7068.609,776.539,41.445,6010.136
United States,2001,1.31E+13,284279629,90791.711,2099.728,2502.249,1198.855,6853.825,754.14,41.613,5907.74
United States,2002,1.33E+13,287084336,91199.055,2103.809,2495.708,1237.821,6846.503,739.274,43.164,5946.308
United States,2003,1.37E+13,289908091,90629.312,2144.086,2557.332,1201.066,6974.828,742.384,43.349,6010.146
United States,2004,1.42E+13,292786247,91509.82,2164.412,2630.811,1204.871,7014.975,736.453,45.886,6112.655
United States,2005,1.47E+13,295716665,90662.727,2188.337,2642.556,1186.902,7090.202,734.175,46.194,6132.183
United States,2006,1.51E+13,298730210,89073.188,2152.56,2609.566,1173.252,6950.675,745.984,46.851,6052.686
United States,2007,1.53E+13,301844227,89404.797,2175.033,2592.442,1247.321,7026.121,754.316,45.509,6130.123
United States,2008,1.53E+13,304970328,86384.328,2135.89,2414.717,1252.606,6868.438,770.415,41.416,5915.119
United States,2009,1.49E+13,308023451,81392.367,1872.386,2280.318,1231.696,6325.587,731.385,29.615,5480.726
United States,2010,1.52E+13,311062786,83402.883,1982.954,2300.574,1290.495,6563.317,713.843,31.449,5679.715
United States,2011,1.55E+13,314105078,81971.984,1873.284,2252.414,1310.707,6368.639,720.301,32.208,5546.116
United States,2012,1.58E+13,317115348,79100.781,1658.491,2196.025,1372.072,6226.069,702.431,35.27,5344.086
United States,2013,1.61E+13,320110753,80559.258,1720.408,2224.627,1410.482,6303.703,700.429,36.369,5480.157
United States,2014,1.65E+13,323115378,80724.133,1710.594,2247.931,1435.209,6438.455,704.579,39.439,5528.681
United States,2015,1.69E+13,326126498,79318.57,1479.145,2285.676,1476.136,6248.505,692.981,39.907,5376.473
United States,2016,1.72E+13,329179421,78625.453,1347.943,2299.961,1481.873,6146.357,673.674,39.439,5252.932
United States,2017,1.76E+13,332204656,78303.609,1308.716,2315.177,1460.656,6156.777,687.428,40.324,5212.162
United States,2018,1.81E+13,335056495,80595.484,1256.631,2366.168,1619.275,6305.474,707.426,38.971,5377.797
United States,2019,1.85E+13,337790068,79500.234,1071.666,2360.999,1675.471,6216.229,720.439,40.896,5262.145
United States,2020,1.80E+13,339436157,73294.336,877.92,2047.544,1656.255,5651.509,687.597,40.688,4714.628
United States,2021,1.91E+13,340161441,77023.773,1004.759,2238.883,1659.128,6009.153,689.588,41.312,5032.213
United States,2022,1.95E+13,341534041,78347.914,942.357,2258.467,1748.499,6067.148,695.298,41.418,5078.871
United States,2023,,343477332,77027.836,776.767,2250.856,1755.923,5894.857,683.538,39.714,4911.391
